user_id,book_id,rating
178,19,5
178,883,4
178,1796,5
178,1393,5
178,533,3
178,516,5
178,2524,2
178,467,5
178,1136,3
178,662,4
178,3560,3
178,984,5
178,3579,3
178,368,4
178,617,4
178,483,4
178,1792,5
274,335,5
274,919,5
274,103,5
274,213,5
274,649,5
274,3311,5
274,480,5
274,1239,3
274,2914,4
274,25,5
274,83,5
274,172,5
274,55,5
274,840,4
274,1015,5
274,3523,5
274,79,5
274,3127,5
274,24,5
274,1477,5
274,326,4
274,641,5
274,1465,4
274,935,5
274,323,5
274,10,5
274,272,5
274,160,4
274,637,5
274,1196,5
274,37,5
274,43,5
274,22,3
274,131,5
274,233,5
274,301,5
274,1187,5
274,483,4
274,816,4
274,368,5
274,4,5
274,249,5
274,94,5
274,155,5
274,72,4
274,76,5
274,2018,4
274,410,4
274,317,5
274,162,5
274,33,4
274,982,5
274,146,5
274,63,5
274,467,5
274,416,5
274,765,5
274,181,4
274,101,3
274,495,3
274,2496,4
274,715,5
274,19,5
274,117,5
274,430,5
274,1530,5
274,287,5
274,337,5
274,561,4
274,219,5
274,13,5
274,468,5
274,520,5
274,194,5
274,121,5
274,118,5
274,718,5
274,15,5
274,161,5
274,341,5
274,496,5
274,1462,4
274,1714,5
274,18,5
274,26,3
274,2027,5
274,8,4
274,42,5
274,138,4
274,361,5
274,1319,5
274,14,4
274,658,4
274,2002,5
274,1411,5
274,230,5
274,211,3
274,2047,5
274,173,5
274,751,5
274,276,5
274,3388,5
274,461,4
274,2314,5
274,599,5
274,158,5
314,183,3
314,134,3
314,47,5
314,101,3
314,1281,4
314,185,4
314,279,5
314,973,3
314,352,4
314,69,4
314,660,3
314,70,4
314,236,3
314,12,4
314,693,3
314,856,4
314,106,4
314,351,4
314,584,3
314,377,4
314,46,4
314,29,3
314,1531,4
314,30,4
314,2135,4
314,141,5
314,280,3
314,343,3
314,151,4
314,1,5
314,31,5
314,136,3
314,165,4
314,61,3
314,267,5
314,1118,3
314,460,4
314,39,3
314,342,2
314,52,2
314,140,4
314,239,4
314,684,3
314,98,3
314,215,5
314,1838,3
314,22,3
314,103,5
314,259,4
314,66,4
314,1359,3
314,75,3
314,713,4
314,2313,4
314,167,4
314,15,4
314,274,4
314,309,3
314,125,4
314,159,4
314,105,3
314,41,4
314,2053,4
314,104,4
314,399,3
314,17,4
314,138,4
314,340,3
314,946,3
314,1009,4
314,20,4
314,35,4
314,655,3
314,6,5
314,44,3
314,120,3
314,294,4
314,882,3
314,16,4
314,376,4
314,1044,3
314,1173,4
314,175,4
314,163,3
314,1457,3
314,144,4
314,1007,4
314,214,4
314,2270,2
314,348,4
314,1682,4
314,492,3
314,135,4
314,190,5
314,482,4
314,153,3
314,428,3
314,1030,4
368,377,3
368,2945,3
368,730,4
368,613,3
368,2136,2
368,2357,3
368,98,4
368,34,4
368,63,3
368,49,2
368,2114,4
368,1584,4
368,908,2
368,64,2
368,380,3
368,28,3
368,312,4
368,113,3
368,1547,3
368,1145,2
368,1039,3
368,118,3
368,265,4
368,360,4
368,295,3
368,2314,5
368,138,2
368,650,4
368,1030,4
368,161,4
368,649,3
368,108,3
368,75,4
368,228,3
368,453,3
368,31,3
368,1582,4
368,1136,5
368,258,3
368,99,3
368,3400,4
368,1481,2
368,15,3
368,124,5
368,179,3
368,2449,4
368,925,2
368,52,1
368,30,3
368,1361,4
368,724,3
368,461,5
368,1923,3
368,322,3
368,930,3
368,924,4
368,92,3
368,1,4
368,508,3
368,701,2
368,104,4
368,150,5
368,173,3
368,310,3
368,704,3
368,96,2
368,78,3
368,748,3
368,144,4
368,2632,3
368,2738,3
368,196,4
368,758,2
368,1256,4
368,432,3
368,129,4
368,3703,3
368,879,3
368,298,3
368,604,2
368,638,4
368,238,2
368,16,4
368,733,3
368,860,3
368,211,3
368,133,3
368,557,3
368,467,3
368,130,3
368,1275,4
368,19,4
368,171,2
368,401,4
368,2809,3
368,1441,3
368,625,1
368,2190,3
368,2259,3
368,672,3
368,20,2
368,42,3
368,1405,4
368,2085,3
368,14,3
368,56,1
368,142,3
368,414,3
368,1970,3
368,17,3
368,2543,3
368,757,4
368,9,2
368,304,3
439,1296,2
439,155,4
439,1928,3
439,40,1
439,694,2
439,22,3
439,335,3
439,86,3
439,378,3
439,18,4
439,75,3
439,587,3
439,3250,3
439,274,4
439,1642,4
439,272,4
439,38,4
439,293,4
439,1237,2
439,81,2
439,80,4
439,704,3
439,100,4
439,1005,3
439,170,1
439,59,4
439,251,3
439,1544,5
439,407,3
439,20,5
439,1672,4
439,124,4
439,1063,2
439,76,3
439,9,3
439,1436,3
439,1597,5
439,4027,3
439,115,5
439,33,3
439,19,4
439,925,3
439,430,3
439,1970,4
439,172,4
439,516,4
439,2136,3
439,779,5
439,1,3
439,311,4
439,256,4
439,78,3
439,111,4
439,209,3
439,64,3
439,67,4
439,63,3
439,994,3
439,414,4
439,3197,3
439,118,5
439,31,4
439,669,4
439,108,3
439,287,4
439,916,4
439,140,3
439,520,5
439,825,3
439,93,3
439,431,3
439,657,2
439,233,4
439,1435,4
439,364,3
439,158,4
439,10,4
439,1068,4
439,635,3
439,145,1
439,98,3
439,375,3
439,339,5
439,94,5
439,828,4
439,16,4
439,117,4
439,296,4
439,575,2
439,411,1
439,1592,4
439,1595,4
439,476,4
439,17,5
439,23,2
439,1677,2
439,1100,3
439,7,3
439,35,3
439,103,4
439,308,2
439,1457,1
439,11,4
439,782,3
439,662,3
439,5,4
439,245,3
439,161,4
439,1158,4
439,148,3
439,840,4
588,934,4
588,141,4
588,1539,3
588,37,3
588,550,4
588,24,4
588,298,4
588,62,4
588,354,3
588,21,4
588,52,1
588,480,4
588,2192,4
588,226,3
588,1460,4
588,219,3
588,35,4
588,233,3
588,931,4
588,61,3
588,60,4
588,557,4
588,79,3
588,807,3
588,161,4
588,46,5
588,213,4
588,1392,4
588,368,4
588,23,3
588,1465,3
588,112,3
588,855,4
588,53,2
588,11,4
588,1094,5
588,1204,3
588,2952,1
588,94,5
588,29,3
588,22,3
588,681,4
588,377,4
588,1580,3
588,178,3
588,446,4
588,1584,4
588,618,4
588,1,5
588,264,4
588,217,4
588,56,1
588,89,4
588,193,4
588,49,1
588,50,3
588,47,4
588,715,3
588,373,4
588,1843,3
588,102,4
588,27,4
588,538,4
588,85,4
588,231,2
588,672,5
588,122,5
588,468,3
588,662,4
588,66,4
588,378,4
588,516,4
588,211,3
588,1009,4
588,320,3
588,148,4
588,15,4
588,879,4
588,495,4
588,127,4
588,68,3
588,344,4
588,316,4
588,67,4
588,663,3
588,19,4
588,101,4
588,249,4
588,478,3
588,372,4
588,1220,4
588,1269,5
588,390,4
588,20,3
588,25,5
588,1467,4
588,922,4
588,9,3
588,33,3
588,83,3
588,258,4
588,1174,3
588,18,5
588,658,3
588,534,3
588,8,3
588,212,5
588,155,4
588,924,3
588,137,4
725,354,5
725,3079,4
725,1139,1
725,244,4
725,496,4
725,111,3
725,2136,2
725,217,4
725,623,4
725,1867,4
725,74,5
725,271,5
725,64,3
725,291,5
725,90,5
725,118,4
725,1024,3
725,668,4
725,575,1
725,68,5
725,2561,2
725,70,5
725,47,3
725,39,4
725,119,5
725,1001,3
725,535,4
725,253,4
725,2047,3
725,2594,3
725,1427,4
725,344,4
725,342,5
725,1538,3
725,12,4
725,438,4
725,179,5
725,171,5
725,312,5
725,908,3
725,98,4
725,1502,4
725,2089,4
725,461,5
725,295,5
725,140,4
725,379,4
725,83,5
725,414,4
725,372,4
725,850,3
725,46,4
725,767,5
725,316,5
725,1065,4
725,105,3
725,2508,5
725,979,3
725,162,5
725,17,5
725,1423,2
725,124,5
725,1770,4
725,704,5
725,297,4
725,40,4
725,494,5
725,1334,3
725,1,5
725,906,4
725,290,3
725,178,4
725,407,5
725,106,4
725,147,3
725,820,5
725,96,1
725,88,4
725,883,5
725,356,5
725,146,5
725,1923,4
725,697,5
725,2965,2
725,1400,3
725,181,5
725,911,2
725,275,4
725,328,3
725,133,3
725,749,4
725,2172,5
725,978,3
725,277,3
725,4130,3
725,595,5
725,660,3
725,235,5
725,25,5
725,872,5
725,943,4
725,205,2
725,139,4
725,367,3
725,352,3
725,137,1
725,180,4
725,30,4
725,177,5
725,317,4
725,926,3
725,771,3
725,471,5
725,382,3
725,2000,4
725,2041,4
725,452,3
725,31,5
725,860,3
946,382,2
946,208,4
946,57,3
946,119,5
946,1644,3
946,401,3
946,617,2
946,1310,5
946,771,3
946,104,4
946,1174,4
946,106,4
946,538,4
946,17,2
946,1187,4
946,1242,3
946,160,2
946,754,4
946,1144,3
946,801,4
946,47,4
946,25,4
946,2508,3
946,27,4
946,3472,5
946,272,3
946,638,5
946,734,4
946,290,3
946,1,4
946,30,4
946,235,4
946,6729,4
946,70,2
946,570,3
946,1598,3
946,1011,4
946,40,3
946,723,3
946,66,4
946,265,4
946,550,4
946,1184,1
946,116,3
946,522,4
946,3250,2
946,24,4
946,136,3
946,551,3
946,87,4
946,1949,3
946,112,4
946,1190,5
946,4755,1
946,344,2
946,18,3
946,595,3
946,654,4
946,198,3
946,297,3
946,146,3
946,43,4
946,3427,2
946,143,5
946,883,5
946,21,3
946,258,4
946,689,5
946,1281,4
946,1393,3
946,23,3
946,31,5
946,1160,3
946,16,2
946,46,3
946,195,4
946,653,4
946,1250,2
946,20,3
946,782,3
946,1582,4
946,1640,3
946,352,3
946,313,5
946,2449,4
946,273,3
946,1319,2
946,508,3
946,3560,5
946,745,2
946,2543,4
946,1055,3
946,225,4
946,437,2
946,1030,4
946,291,2
946,1009,4
951,782,4
951,879,3
951,476,5
951,283,4
951,718,5
951,129,5
951,824,5
951,518,5
951,819,5
951,888,4
951,102,5
951,178,3
951,83,5
951,361,3
951,117,5
951,131,4
951,1530,5
951,251,5
951,3519,4
951,85,3
951,456,5
951,100,4
951,65,5
951,54,4
951,1598,4
951,446,4
951,1681,2
951,325,5
951,282,4
951,2199,5
951,130,5
951,1980,5
951,1178,3
951,2210,5
951,3127,5
951,14,5
951,765,4
951,1322,5
951,364,5
951,1519,5
951,194,5
951,119,5
951,2095,5
951,561,5
951,672,4
951,637,5
951,160,5
951,1142,5
951,113,5
951,1160,5
951,1641,5
951,650,2
951,63,5
951,360,4
951,679,4
951,39,5
951,122,4
951,2197,5
951,2170,3
951,162,4
951,173,5
951,32,5
951,1910,5
951,135,5
951,358,4
951,1015,5
951,391,5
951,59,5
951,3002,5
951,1105,4
951,7,5
951,1222,5
951,3020,5
951,357,3
951,191,5
951,606,3
951,126,5
951,171,4
951,1135,5
951,118,3
951,116,3
951,1186,5
951,514,5
951,489,4
951,546,5
951,165,4
951,621,4
951,590,5
951,994,4
951,3595,3
951,1887,5
951,205,5
951,1348,5
951,335,5
951,425,1
951,155,3
951,1108,5
951,1196,5
951,1624,4
951,341,5
951,4504,5
951,1691,5
951,3916,5
951,276,4
951,37,5
951,1262,3
951,19,5
951,2931,3
951,219,5
951,158,5
951,512,5
951,468,4
951,157,5
951,200,4
951,43,5
951,180,3
951,400,5
951,1364,5
951,984,5
951,611,1
951,529,5
951,2846,4
951,2424,4
951,599,4
951,50,5
1037,1145,3
1037,136,3
1037,2192,3
1037,29,4
1037,654,5
1037,20,4
1037,289,4
1037,71,4
1037,381,4
1037,16,3
1037,50,4
1037,563,3
1037,3692,3
1037,227,3
1037,1970,4
1037,222,4
1037,27,4
1037,231,3
1037,1094,2
1037,64,4
1037,63,5
1037,658,4
1037,80,4
1037,824,4
1037,165,4
1037,32,3
1037,201,3
1037,1963,3
1037,386,3
1037,18,4
1037,1978,3
1037,110,4
1037,855,3
1037,59,3
1037,7,2
1037,1407,3
1037,1509,4
1037,4317,3
1037,100,4
1037,24,4
1037,17,5
1037,785,3
1037,427,4
1037,2197,4
1037,171,3
1037,527,3
1037,2573,2
1037,724,3
1037,1,5
1037,249,4
1037,212,4
1037,60,4
1037,97,4
1037,179,4
1037,46,4
1037,47,5
1037,39,5
1037,816,3
1037,417,5
1037,2630,4
1037,107,2
1037,23,3
1037,628,4
1037,90,4
1037,230,5
1037,782,3
1037,118,4
1037,530,3
1037,754,4
1037,77,3
1037,438,3
1037,595,5
1037,191,2
1037,1201,3
1037,341,4
1037,140,4
1037,8,3
1037,871,3
1037,588,3
1037,130,1
1037,79,5
1037,353,4
1037,313,3
1037,78,2
1037,768,4
1037,10,5
1037,104,4
1037,233,2
1037,558,4
1037,387,4
1037,1588,3
1037,1739,3
1037,457,4
1037,11,4
1037,21,5
1037,1979,3
1037,959,1
1037,6,4
1037,25,5
1037,86,4
1037,248,3
1037,1464,4
1037,9,3
1037,748,3
1037,624,3
1037,5,5
1037,197,3
1037,154,5
1037,1031,3
1037,135,5
1088,561,4
1088,1325,3
1088,358,4
1088,178,4
1088,540,4
1088,76,5
1088,637,4
1088,372,5
1088,3504,4
1088,715,4
1088,44,1
1088,119,5
1088,27,4
1088,231,3
1088,58,5
1088,79,4
1088,1222,4
1088,157,5
1088,570,4
1088,28,4
1088,346,4
1088,43,5
1088,24,4
1088,20,4
1088,1223,4
1088,338,3
1088,1316,5
1088,188,4
1088,176,4
1088,1878,4
1088,78,2
1088,1465,4
1088,872,4
1088,461,4
1088,2491,2
1088,7,4
1088,851,3
1088,763,5
1088,243,3
1088,1253,5
1088,131,5
1088,65,4
1088,1622,5
1088,456,4
1088,515,2
1088,497,4
1088,108,2
1088,726,2
1088,50,5
1088,485,4
1088,1280,4
1088,499,4
1088,23,4
1088,228,2
1088,1161,4
1088,17,3
1088,66,4
1088,1993,2
1088,1646,2
1088,111,3
1088,118,3
1088,10,5
1088,1435,4
1088,89,4
1088,213,4
1088,760,2
1088,268,2
1088,21,4
1088,545,5
1088,1084,4
1088,1,5
1088,1010,5
1088,782,5
1088,205,3
1088,130,4
1088,538,3
1088,72,3
1088,116,5
1088,2342,4
1088,59,5
1088,57,3
1088,1055,4
1088,368,4
1088,360,4
1088,113,5
1088,2315,5
1088,468,5
1088,838,4
1088,3364,4
1088,1364,4
1088,136,4
1088,1113,4
1088,189,3
1088,281,2
1088,93,4
1088,773,4
1088,941,2
1088,1741,4
1088,197,2
1088,3973,4
1088,2810,4
1088,693,3
1088,171,5
1088,15,5
1088,888,4
1088,9,1
1088,2199,5
1088,154,5
1088,102,5
1088,364,4
1088,354,4
1088,94,4
1088,135,4
1088,18,4
1088,123,2
1088,270,5
1088,1131,3
1088,727,2
1088,488,3
1088,416,4
1088,2025,4
1088,2052,4
1088,483,4
1088,19,4
1136,631,3
1136,446,3
1136,188,3
1136,307,3
1136,2081,3
1136,637,2
1136,862,4
1136,1768,3
1136,1032,3
1136,263,4
1136,1362,3
1136,271,4
1136,755,3
1136,20,3
1136,1519,3
1136,1602,3
1136,394,4
1136,1023,3
1136,1323,3
1136,1089,4
1136,175,4
1136,99,3
1136,2448,3
1136,119,4
1136,2646,2
1136,527,3
1136,890,4
1136,1018,3
1136,543,3
1136,1,4
1136,134,3
1136,486,3
1136,2936,3
1136,246,3
1136,805,3
1136,2043,3
1136,1249,3
1136,151,3
1136,988,4
1136,210,3
1136,510,3
1136,783,3
1136,1368,3
1136,298,3
1136,724,3
1136,2489,4
1136,71,4
1136,360,3
1136,789,4
1136,253,3
1136,2118,4
1136,277,3
1136,1525,2
1136,2898,2
1136,603,3
1136,34,3
1136,814,3
1136,949,3
1136,419,3
1136,558,3
1136,389,5
1136,153,3
1136,2642,3
1136,384,3
1136,1093,2
1136,51,3
1136,491,3
1136,972,3
1136,1690,3
1136,1924,4
1136,69,3
1136,137,3
1136,1343,4
1136,17,3
1136,159,3
1136,418,3
1136,923,2
1136,1630,3
1136,41,3
1136,1070,4
1136,1946,4
1136,2056,4
1136,624,3
1136,562,4
1136,2196,3
1136,528,3
1136,1891,3
1136,722,4
1136,2658,3
1136,1019,3
1136,2452,3
1136,1278,3
1136,449,3
1136,648,2
1136,1263,4
1136,547,3
1136,1246,2
1169,332,4
1169,1949,4
1169,75,4
1169,59,4
1169,829,4
1169,178,4
1169,398,4
1169,2750,4
1169,3657,4
1169,233,4
1169,100,3
1169,1552,4
1169,296,4
1169,272,4
1169,28,4
1169,35,1
1169,65,5
1169,386,3
1169,795,4
1169,1457,3
1169,33,3
1169,23,3
1169,18,3
1169,43,5
1169,248,4
1169,1094,4
1169,414,5
1169,115,4
1169,354,4
1169,347,4
1169,943,4
1169,426,2
1169,895,3
1169,335,4
1169,602,3
1169,198,4
1169,130,3
1169,50,4
1169,1136,3
1169,278,3
1169,160,3
1169,83,4
1169,916,4
1169,38,3
1169,158,4
1169,353,3
1169,20,2
1169,1825,4
1169,219,5
1169,860,4
1169,57,4
1169,301,3
1169,2013,3
1169,94,5
1169,11,4
1169,76,4
1169,1210,4
1169,1970,4
1169,228,2
1169,29,5
1169,899,4
1169,19,3
1169,641,5
1169,2247,4
1169,542,3
1169,1,4
1169,620,2
1169,193,4
1169,102,5
1169,472,5
1169,58,3
1169,93,5
1169,550,4
1169,47,4
1169,42,4
1169,595,3
1169,92,3
1169,3250,4
1169,494,4
1169,3078,4
1169,1287,4
1169,118,4
1169,621,4
1169,180,3
1169,268,3
1169,77,4
1169,2821,4
1169,924,4
1169,184,4
1169,559,5
1169,410,4
1169,154,4
1169,13,3
1169,961,5
1169,654,5
1169,124,4
1169,80,5
1169,306,4
1169,292,3
1169,78,4
1169,117,3
1169,15,4
1169,101,4
1169,263,3
1169,638,4
1169,387,3
1169,344,4
1169,1644,3
1169,1662,4
1169,373,4
1169,17,3
1169,24,3
1169,177,4
1169,1112,4
1169,5,5
1169,31,2
1185,1503,3
1185,1102,4
1185,1457,2
1185,358,3
1185,714,3
1185,219,3
1185,3628,5
1185,350,4
1185,793,3
1185,2025,4
1185,168,3
1185,621,3
1185,154,3
1185,427,4
1185,200,3
1185,231,3
1185,1460,3
1185,855,4
1185,2403,4
1185,155,2
1185,512,3
1185,161,3
1185,129,4
1185,90,4
1185,235,5
1185,3472,3
1185,770,3
1185,362,2
1185,1488,4
1185,4503,4
1185,1642,3
1185,542,3
1185,391,4
1185,620,3
1185,17,4
1185,701,4
1185,332,3
1185,311,3
1185,454,4
1185,3027,4
1185,209,4
1185,1741,3
1185,1186,3
1185,696,3
1185,1486,4
1185,271,4
1185,599,4
1185,195,5
1185,1327,4
1185,438,5
1185,763,3
1185,124,5
1185,425,3
1185,638,3
1185,31,5
1185,212,4
1185,531,4
1185,1984,2
1185,279,5
1185,298,3
1185,20,3
1185,1584,3
1185,244,4
1185,2013,4
1185,948,4
1185,444,5
1185,106,5
1185,751,3
1185,1014,3
1185,1,4
1185,1266,4
1185,1272,3
1185,424,4
1185,320,4
1185,2027,4
1185,217,4
1185,296,4
1185,1079,2
1185,205,3
1185,198,4
1185,1214,3
1185,595,4
1185,561,4
1185,293,3
1185,661,4
1185,903,2
1185,4016,4
1185,1570,3
1185,339,3
1185,1299,4
1185,399,2
1185,483,3
1185,251,4
1185,1055,3
1185,1222,4
1185,1393,3
1185,402,3
1185,6334,3
1185,786,3
1185,839,3
1185,353,3
1185,30,4
1185,1196,4
1185,1365,3
1185,2315,4
1185,347,3
1185,262,5
1185,579,5
1185,538,3
1185,257,4
1185,335,4
1185,39,3
1185,318,4
1185,459,5
1185,1319,3
1185,1010,4
1185,662,4
1185,606,3
1185,2186,4
1185,2252,3
1185,646,3
1185,70,5
1185,3581,2
1296,19,4
1296,306,4
1296,2594,4
1296,405,5
1296,468,5
1296,136,5
1296,22,3
1296,68,5
1296,55,5
1296,101,4
1296,236,3
1296,1704,4
1296,23,5
1296,2124,4
1296,245,5
1296,304,3
1296,625,5
1296,14,5
1296,11,4
1296,496,5
1296,36,5
1296,65,5
1296,1317,3
1296,138,3
1296,1365,4
1296,38,4
1296,311,4
1296,40,4
1296,195,5
1296,137,4
1296,1592,2
1296,596,3
1296,148,5
1296,31,5
1296,1190,3
1296,2098,4
1296,111,3
1296,26,4
1296,343,3
1296,216,5
1296,13,4
1296,495,4
1296,2089,4
1296,231,5
1296,32,4
1296,142,4
1296,483,4
1296,64,5
1296,5,4
1296,42,5
1296,87,5
1296,310,4
1296,1216,5
1296,20,5
1296,1843,4
1296,12,5
1296,119,5
1296,320,5
1296,227,4
1296,1,5
1296,173,4
1296,2172,4
1296,660,3
1296,28,5
1296,133,3
1296,67,4
1296,174,4
1296,33,4
1296,63,4
1296,595,5
1296,30,5
1296,27,5
1296,396,4
1296,58,4
1296,198,5
1296,2147,4
1296,1094,5
1296,73,5
1296,833,3
1296,930,4
1296,171,5
1296,43,5
1296,323,4
1296,482,5
1296,123,4
1296,1401,5
1296,281,3
1296,93,5
1296,7,5
1296,1677,3
1296,476,4
1296,81,4
1296,50,5
1296,207,5
1296,177,3
1296,46,3
1296,1037,3
1296,9,4
1296,66,4
1296,150,5
1296,461,4
1296,289,5
1296,230,3
1296,1526,3
1296,1547,2
1296,272,4
1296,10,5
1296,15,5
1296,118,5
1296,1151,4
1296,4,5
1296,21,5
1296,57,5
1296,170,3
1296,1231,2
1296,8,4
1350,2028,4
1350,276,4
1350,3072,4
1350,36,5
1350,1023,5
1350,23,4
1350,575,5
1350,101,4
1350,666,5
1350,14,4
1350,65,2
1350,879,5
1350,3396,5
1350,432,3
1350,2646,4
1350,416,4
1350,32,1
1350,503,4
1350,1895,5
1350,97,4
1350,92,5
1350,1053,4
1350,122,5
1350,1432,5
1350,330,5
1350,54,5
1350,405,3
1350,2597,4
1350,693,4
1350,21,3
1350,2900,4
1350,178,1
1350,1525,5
1350,79,5
1350,8,2
1350,2353,5
1350,2643,2
1350,6181,1
1350,165,5
1350,28,4
1350,18,2
1350,1296,4
1350,725,4
1350,3082,5
1350,335,5
1350,806,2
1350,3086,5
1350,1123,5
1350,2,4
1350,530,5
1350,410,1
1350,89,4
1350,154,4
1350,349,4
1350,59,3
1350,60,5
1350,55,3
1350,1362,5
1350,722,5
1350,3395,5
1350,170,1
1350,27,4
1350,953,4
1350,145,1
1350,479,5
1350,1278,5
1350,191,5
1350,838,4
1350,1208,4
1350,110,5
1350,739,5
1350,914,5
1350,373,5
1350,2172,4
1350,612,4
1350,287,1
1350,9,2
1350,1572,5
1350,890,4
1350,236,5
1350,117,2
1350,660,3
1350,599,5
1350,113,3
1350,1213,4
1350,11,5
1350,167,4
1350,510,5
1350,865,5
1350,703,4
1350,2620,4
1350,2624,4
1350,766,5
1350,13,4
1350,24,3
1350,2931,4
1350,1677,4
1350,7,4
1350,29,2
1350,135,5
1350,528,5
1350,2536,4
1350,10,1
1350,1191,5
1350,949,5
1350,5,1
1350,400,3
1350,298,4
1350,1797,1
1350,248,5
1350,1249,5
1393,353,4
1393,233,5
1393,109,3
1393,172,5
1393,1073,3
1393,361,4
1393,560,4
1393,1719,4
1393,762,4
1393,138,2
1393,961,2
1393,154,4
1393,497,4
1393,29,4
1393,997,4
1393,2854,4
1393,205,2
1393,736,5
1393,5187,2
1393,782,4
1393,104,4
1393,59,5
1393,3264,3
1393,63,4
1393,1758,3
1393,265,3
1393,590,4
1393,730,3
1393,274,2
1393,4,5
1393,65,5
1393,248,4
1393,5667,2
1393,125,4
1393,530,4
1393,2411,4
1393,855,4
1393,83,4
1393,715,4
1393,119,4
1393,264,4
1393,511,3
1393,984,3
1393,171,4
1393,478,3
1393,3963,3
1393,58,4
1393,178,3
1393,529,3
1393,129,5
1393,3131,3
1393,160,3
1393,1031,4
1393,882,3
1393,323,2
1393,32,5
1393,531,3
1393,664,3
1393,229,5
1393,293,3
1393,198,5
1393,93,4
1393,4091,4
1393,194,4
1393,804,3
1393,55,4
1393,255,3
1393,714,4
1393,2643,5
1393,2150,3
1393,57,3
1393,72,2
1393,959,5
1393,15,5
1393,103,3
1393,225,4
1393,650,3
1393,1348,5
1393,42,4
1393,778,3
1393,2368,3
1393,3523,4
1393,341,3
1393,296,5
1393,3252,5
1393,271,4
1393,4598,3
1393,476,4
1393,5157,3
1393,731,1
1393,1486,5
1393,238,2
1393,390,3
1393,866,2
1393,289,3
1393,846,3
1440,1231,2
1440,809,4
1440,317,3
1440,598,4
1440,2967,3
1440,1234,4
1440,1675,4
1440,3364,4
1440,2032,5
1440,421,4
1440,2821,5
1440,441,3
1440,1493,4
1440,47,5
1440,2927,3
1440,3878,3
